excec memoryUsed freeBlocks rounds avgsize
1.0 49224 68 2141 724
1.0 49296 68 2142 725
1.0 49400 69 2143 716
1.0 49400 69 2144 716
2.0 49408 69 2145 716
2.0 49504 70 2146 707
1.0 49504 70 2147 707
2.0 49504 71 2148 697
1.0 49560 71 2149 698
1.0 49544 70 2150 708
1.0 49528 70 2151 708
2.0 49600 71 2152 699
1.0 49576 71 2153 698
1.0 49608 71 2154 699
1.0 49608 72 2155 689
1.0 49656 73 2156 680
2.0 49648 73 2157 680
2.0 49584 72 2158 689
0.0 49624 71 2159 699
1.0 49624 71 2160 699
2.0 49624 71 2161 699
1.0 49728 70 2162 710
1.0 49776 70 2163 711
2.0 49808 71 2164 702
2.0 49800 71 2165 701
1.0 49832 72 2166 692
1.0 49808 73 2167 682
2.0 49872 73 2168 683
1.0 49776 72 2169 691
1.0 49872 73 2170 683
1.0 49848 72 2171 692
1.0 49840 72 2172 692
1.0 49776 71 2173 701
1.0 49816 71 2174 702
2.0 49768 71 2175 701
1.0 49792 71 2176 701
1.0 49768 71 2177 701
1.0 49784 70 2178 711
1.0 49744 70 2179 711
2.0 49760 70 2180 711
2.0 49760 70 2181 711
1.0 49800 70 2182 711
1.0 49880 70 2183 713
1.0 49872 70 2184 712
1.0 49904 70 2185 713
1.0 49904 71 2186 703
1.0 49824 71 2187 702
1.0 49912 70 2188 713
1.0 49912 69 2189 723
1.0 49896 69 2190 723
1.0 49896 70 2191 713
1.0 49920 70 2192 713
1.0 49864 69 2193 723
1.0 49760 69 2194 721
1.0 49824 70 2195 712
2.0 49784 71 2196 701
1.0 49784 71 2197 701
1.0 49760 71 2198 701
1.0 49784 70 2199 711
1.0 49872 69 2200 723
1.0 49824 69 2201 722
1.0 49800 70 2202 711
1.0 49728 70 2203 710
2.0 49600 69 2204 719
0.0 49592 69 2205 719
1.0 49472 70 2206 707
2.0 49600 70 2207 709
1.0 49600 70 2208 709
1.0 49640 70 2209 709
1.0 49600 70 2210 709
2.0 49736 69 2211 721
1.0 49768 70 2212 711
1.0 49664 69 2213 720
1.0 49688 69 2214 720
1.0 49688 69 2215 720
1.0 49584 69 2216 719
1.0 49576 68 2217 729
1.0 49512 67 2218 739
2.0 49400 67 2219 737
1.0 49400 68 2220 726
1.0 49336 69 2221 715
2.0 49336 69 2222 715
1.0 49336 69 2223 715
1.0 49304 70 2224 704
2.0 49304 70 2225 704
1.0 49320 69 2226 715
0.0 49304 69 2227 715
1.0 49344 69 2228 715
1.0 49312 69 2229 715
1.0 49296 69 2230 714
1.0 49280 68 2231 725
1.0 49280 68 2232 725
2.0 49232 67 2233 735
1.0 49120 67 2234 733
1.0 49088 66 2235 744
1.0 49200 66 2236 745
1.0 49184 67 2237 734
1.0 49088 68 2238 722
1.0 48976 68 2239 720
1.0 49016 68 2240 721
1.0 49016 68 2241 721
1.0 49024 68 2242 721
1.0 49080 68 2243 722
1.0 49112 69 2244 712
1.0 49168 68 2245 723
1.0 49304 68 2246 725
1.0 49304 68 2247 725
2.0 49336 68 2248 726
2.0 49336 67 2249 736
1.0 49440 66 2250 749
1.0 49568 66 2251 751
1.0 49664 67 2252 741
1.0 49552 67 2253 740
1.0 49632 67 2254 741
2.0 49632 67 2255 741
1.0 49584 66 2256 751
1.0 49560 66 2257 751
1.0 49560 66 2258 751
1.0 49560 66 2259 751
2.0 49472 66 2260 750
1.0 49480 66 2261 750
1.0 49488 66 2262 750
1.0 49344 65 2263 759
1.0 49272 66 2264 747
1.0 49272 66 2265 747
1.0 49336 66 2266 748
2.0 49376 67 2267 737
1.0 49504 68 2268 728
1.0 49472 69 2269 717
1.0 49368 68 2270 726
1.0 49448 68 2271 727
1.0 49448 68 2272 727
1.0 49336 69 2273 715
1.0 49344 69 2274 715
1.0 49368 69 2275 715
1.0 49472 70 2276 707
1.0 49480 70 2277 707
2.0 49472 69 2278 717
2.0 49552 70 2279 708
2.0 49656 71 2280 699
1.0 49656 71 2281 699
2.0 49560 70 2282 708
2.0 49560 70 2283 708
2.0 49544 69 2284 718
1.0 49680 70 2285 710
1.0 49656 70 2286 709
1.0 49640 71 2287 699
1.0 49664 71 2288 699
2.0 49776 72 2289 691
1.0 49736 71 2290 701
1.0 49816 70 2291 712
1.0 49872 69 2292 723
1.0 49888 69 2293 723
1.0 49944 69 2294 724
2.0 50032 70 2295 715
1.0 50120 71 2296 706
1.0 50096 70 2297 716
1.0 50096 70 2298 716
1.0 50152 71 2299 706
1.0 50216 71 2300 707
2.0 50280 71 2301 708
1.0 50392 70 2302 720
2.0 50304 70 2303 719
1.0 50200 71 2304 707
1.0 50168 70 2305 717
1.0 50176 70 2306 717
1.0 50104 69 2307 726
1.0 50096 69 2308 726
1.0 50096 68 2309 737
1.0 50192 68 2310 738
1.0 50168 68 2311 738
2.0 50208 68 2312 738
1.0 50208 68 2313 738
1.0 50312 68 2314 740
1.0 50392 67 2315 752
1.0 50400 67 2316 752
1.0 50408 66 2317 764
1.0 50328 65 2318 774
2.0 50424 65 2319 776
1.0 50344 66 2320 763
1.0 50344 66 2321 763
1.0 50408 66 2322 764
1.0 50440 65 2323 776
1.0 50480 65 2324 777
1.0 50424 66 2325 764
1.0 50512 66 2326 765
1.0 50536 66 2327 766
1.0 50496 66 2328 765
0.0 50560 66 2329 766
0.0 50592 66 2330 767
1.0 50536 66 2331 766
1.0 50528 66 2332 766
1.0 50488 65 2333 777
1.0 50488 65 2334 777
1.0 50480 66 2335 765
1.0 50544 65 2336 778
2.0 50584 64 2337 790
2.0 50544 63 2338 802
1.0 50608 64 2339 791
1.0 50592 64 2340 790
1.0 50600 64 2341 791
1.0 50600 65 2342 778
1.0 50552 66 2343 766
1.0 50568 65 2344 778
1.0 50624 65 2345 779
2.0 50616 65 2346 779
2.0 50736 66 2347 769
1.0 50728 65 2348 780
1.0 50720 64 2349 792
1.0 50712 64 2350 792
1.0 50728 64 2351 793
1.0 50704 63 2352 805
1.0 50768 62 2353 819
1.0 50784 62 2354 819
1.0 50792 62 2355 819
1.0 50792 62 2356 819
1.0 50792 62 2357 819
1.0 50784 62 2358 819
1.0 50736 63 2359 805
1.0 50736 63 2360 805
1.0 50736 63 2361 805
1.0 50736 64 2362 793
1.0 50728 64 2363 793
1.0 50728 63 2364 805
1.0 50696 62 2365 818
1.0 50608 62 2366 816
1.0 50608 62 2367 816
2.0 50488 63 2368 801
2.0 50488 63 2369 801
3.0 50376 63 2370 800
2.0 50424 64 2371 788
2.0 50376 64 2372 787
1.0 50264 63 2373 798
1.0 50208 63 2374 797
1.0 50192 63 2375 797
1.0 50192 63 2376 797
1.0 50232 64 2377 785
3.0 50224 63 2378 797
2.0 50160 63 2379 796
1.0 50128 62 2380 809
1.0 50128 62 2381 809
1.0 50128 63 2382 796
2.0 50080 63 2383 795
1.0 50176 63 2384 796
1.0 50120 63 2385 796
1.0 50184 62 2386 809
1.0 50200 62 2387 810
1.0 50192 63 2388 797
2.0 50288 64 2389 786
1.0 50192 64 2390 784
1.0 50160 64 2391 784
1.0 50168 63 2392 796
2.0 50208 62 2393 810
1.0 50208 62 2394 810
1.0 50080 62 2395 808
1.0 50008 63 2396 794
1.0 49960 63 2397 793
1.0 49992 64 2398 781
1.0 49984 64 2399 781
1.0 49960 64 2400 781
2.0 49936 63 2401 793
2.0 49992 64 2402 781
2.0 49920 64 2403 780
2.0 49888 64 2404 780
2.0 49968 63 2405 793
2.0 49960 64 2406 781
1.0 49896 63 2407 792
1.0 49872 63 2408 792
2.0 49784 63 2409 790
1.0 49784 63 2410 790
2.0 49736 63 2411 789
1.0 49720 63 2412 789
2.0 49656 64 2413 776
2.0 49768 64 2414 778
1.0 49880 64 2415 779
2.0 49888 64 2416 780
3.0 49936 64 2417 780
2.0 50040 63 2418 794
1.0 50016 63 2419 794
2.0 50008 62 2420 807
2.0 50032 62 2421 807
2.0 49944 62 2422 806
2.0 49984 61 2423 819
2.0 49984 62 2424 806
1.0 50024 62 2425 807
1.0 50008 62 2426 807
1.0 50000 61 2427 820
1.0 50000 61 2428 820
2.0 49992 62 2429 806
2.0 49928 62 2430 805
2.0 50000 63 2431 794
1.0 50024 63 2432 794
2.0 50072 64 2433 782
1.0 50072 64 2434 782
1.0 50072 64 2435 782
2.0 49984 63 2436 793
1.0 50016 64 2437 782
1.0 50032 64 2438 782
1.0 50016 63 2439 794
1.0 50000 64 2440 781
1.0 49992 64 2441 781
1.0 49992 64 2442 781
1.0 49912 63 2443 792
1.0 49952 63 2444 793
0.0 49920 63 2445 792
1.0 49904 62 2446 805
1.0 49904 62 2447 805
2.0 49824 61 2448 817
1.0 49728 61 2449 815
1.0 49752 61 2450 816
2.0 49752 62 2451 802
1.0 49768 62 2452 803
2.0 49696 61 2453 815
2.0 49688 61 2454 815
2.0 49784 61 2455 816
2.0 49784 61 2456 816
1.0 49808 61 2457 817
2.0 49752 60 2458 829
1.0 49752 60 2459 829
2.0 49760 60 2460 829
1.0 49640 60 2461 827
1.0 49768 61 2462 816
1.0 49760 61 2463 816
1.0 49760 61 2464 816
2.0 49744 62 2465 802
1.0 49752 62 2466 802
1.0 49720 62 2467 802
2.0 49648 63 2468 788
1.0 49640 63 2469 788
2.0 49568 64 2470 774
2.0 49456 65 2471 761
1.0 49552 65 2472 762
1.0 49528 66 2473 750
1.0 49496 65 2474 761
2.0 49496 66 2475 750
2.0 49464 66 2476 749
1.0 49472 66 2477 750
2.0 49368 67 2478 737
2.0 49336 68 2479 726
1.0 49440 69 2480 717
2.0 49448 69 2481 717
1.0 49440 68 2482 727
1.0 49456 68 2483 727
1.0 49360 68 2484 726
1.0 49392 68 2485 726
1.0 49344 69 2486 715
1.0 49376 69 2487 716
2.0 49296 69 2488 714
1.0 49312 69 2489 715
1.0 49272 68 2490 725
1.0 49232 68 2491 724
1.0 49128 68 2492 722
1.0 49064 67 2493 732
1.0 49016 67 2494 732
1.0 49008 67 2495 731
1.0 49048 66 2496 743
1.0 49016 66 2497 743
1.0 48944 67 2498 731
1.0 49024 67 2499 732
1.0 49016 67 2500 732
1.0 49016 67 2501 732
2.0 49056 67 2502 732
1.0 49152 68 2503 723
1.0 49248 67 2504 735
1.0 49168 67 2505 734
1.0 49192 67 2506 734
1.0 49240 68 2507 724
1.0 49216 68 2508 724
1.0 49104 68 2509 722
1.0 49096 68 2510 722
1.0 49176 68 2511 723
1.0 49240 69 2512 714
1.0 49280 70 2513 704
1.0 49344 70 2514 705
1.0 49344 70 2515 705
1.0 49424 70 2516 706
2.0 49360 70 2517 705
1.0 49296 69 2518 714
1.0 49264 69 2519 714
1.0 49224 69 2520 713
1.0 49184 69 2521 713
1.0 49200 69 2522 713
1.0 49256 70 2523 704
1.0 49288 70 2524 704
1.0 49384 70 2525 705
1.0 49480 70 2526 707
1.0 49560 69 2527 718
1.0 49496 68 2528 728
1.0 49576 68 2529 729
2.0 49576 67 2530 740
2.0 49672 67 2531 741
2.0 49664 68 2532 730
1.0 49624 68 2533 730
1.0 49616 69 2534 719
1.0 49624 69 2535 719
1.0 49712 69 2536 720
1.0 49696 69 2537 720
1.0 49760 69 2538 721
1.0 49776 69 2539 721
2.0 49776 69 2540 721
1.0 49776 70 2541 711
1.0 49768 70 2542 711
1.0 49736 70 2543 711
1.0 49712 70 2544 710
2.0 49728 70 2545 710
2.0 49720 69 2546 721
1.0 49792 69 2547 722
1.0 49792 69 2548 722
1.0 49792 69 2549 722
1.0 49824 69 2550 722
1.0 49840 69 2551 722
1.0 49904 69 2552 723
1.0 49968 68 2553 735
1.0 50040 68 2554 736
1.0 50048 68 2555 736
1.0 50056 68 2556 736
1.0 49984 68 2557 735
2.0 49952 68 2558 735
2.0 49928 68 2559 734
1.0 50016 68 2560 736
1.0 49912 67 2561 745
1.0 49912 67 2562 745
1.0 49920 66 2563 756
1.0 49968 66 2564 757
1.0 50048 66 2565 758
2.0 50040 67 2566 747
1.0 50144 66 2567 760
2.0 50104 67 2568 748
1.0 50080 68 2569 736
1.0 50104 67 2570 748
1.0 49976 67 2571 746
1.0 50104 68 2572 737
1.0 50104 68 2573 737
1.0 50112 67 2574 748
1.0 50160 67 2575 749
0.0 50160 67 2576 749
0.0 50104 67 2577 748
1.0 50176 67 2578 749
1.0 50216 68 2579 738
1.0 50176 67 2580 749
1.0 50280 67 2581 750
1.0 50280 68 2582 739
0.0 50280 68 2583 739
2.0 50240 67 2584 750
1.0 50256 67 2585 750
1.0 50160 68 2586 738
1.0 50216 67 2587 749
1.0 50304 67 2588 751
2.0 50288 67 2589 751
1.0 50288 67 2590 751
1.0 50280 67 2591 750
1.0 50288 66 2592 762
1.0 50400 66 2593 764
1.0 50352 66 2594 763
2.0 50352 66 2595 763
1.0 50344 66 2596 763
1.0 50336 67 2597 751
1.0 50440 67 2598 753
2.0 50384 66 2599 763
1.0 50384 66 2600 763
2.0 50432 67 2601 753
1.0 50440 66 2602 764
1.0 50440 67 2603 753
1.0 50464 67 2604 753
2.0 50472 67 2605 753
2.0 50392 67 2606 752
1.0 50440 68 2607 742
1.0 50464 68 2608 742
1.0 50544 69 2609 733
1.0 50536 69 2610 732
2.0 50600 69 2611 733
1.0 50600 69 2612 733
1.0 50632 69 2613 734
2.0 50592 69 2614 733
1.0 50504 69 2615 732
2.0 50536 70 2616 722
2.0 50424 70 2617 720
2.0 50352 71 2618 709
2.0 50264 70 2619 718
1.0 50224 71 2620 707
2.0 50200 72 2621 697
1.0 50104 72 2622 696
1.0 50104 72 2623 696
1.0 50024 72 2625 695
1.0 50064 73 2626 686
1.0 50064 73 2627 686
1.0 49944 73 2628 684
1.0 49944 74 2629 675
1.0 49920 73 2630 684
1.0 49992 74 2631 676
1.0 49984 74 2632 675
1.0 50000 74 2633 676
1.0 50024 73 2634 685
1.0 50048 72 2635 695
2.0 50040 71 2636 705
1.0 50040 70 2637 715
1.0 50040 70 2638 715
1.0 50040 71 2639 705
1.0 50120 70 2640 716
2.0 50120 69 2641 726
1.0 50216 69 2642 728
1.0 50280 70 2643 718
1.0 50304 70 2644 719
1.0 50304 70 2645 719
1.0 50232 70 2646 718
1.0 50120 70 2647 716
1.0 50128 70 2648 716
2.0 50144 70 2649 716
1.0 50080 71 2650 705
1.0 50120 71 2651 706
1.0 50080 72 2652 696
2.0 50032 72 2653 695
1.0 50016 72 2654 695
2.0 50016 72 2655 695
1.0 49912 71 2656 703
1.0 49912 71 2657 703
1.0 49888 70 2658 713
2.0 49984 69 2659 724
1.0 49944 70 2660 713
1.0 49936 70 2661 713
2.0 49912 70 2662 713
2.0 49960 70 2663 714
1.0 49968 70 2664 714
1.0 50000 70 2665 714
1.0 50000 71 2666 704
1.0 50008 71 2667 704
1.0 50024 70 2668 715
1.0 50000 70 2669 714
2.0 49928 70 2670 713
1.0 49928 70 2671 713
1.0 49936 70 2672 713
1.0 49952 70 2673 714
2.0 49880 69 2674 723
1.0 49848 69 2675 722
1.0 49920 69 2676 723
1.0 49936 68 2677 734
1.0 49896 67 2678 745
1.0 49960 68 2679 735
1.0 49992 68 2680 735
1.0 50088 68 2681 737
1.0 50176 68 2682 738
1.0 50120 68 2683 737
1.0 50168 68 2684 738
1.0 50144 67 2685 748
2.0 50056 67 2686 747
1.0 49976 67 2687 746
1.0 49928 66 2688 756
2.0 49928 66 2689 756
1.0 49896 67 2690 745
1.0 49968 68 2691 735
1.0 50072 68 2692 736
1.0 50000 67 2693 746
1.0 50000 67 2694 746
1.0 49904 66 2695 756
1.0 49808 65 2696 766
1.0 49800 64 2697 778
1.0 49776 65 2698 766
1.0 49784 65 2699 766
1.0 49848 65 2700 767
1.0 49856 65 2701 767
1.0 49840 65 2702 767
1.0 49776 65 2703 766
0.0 49640 65 2704 764
1.0 49640 65 2705 764
1.0 49752 66 2706 754
1.0 49712 66 2707 753
0.0 49792 67 2708 743
1.0 49688 67 2709 742
1.0 49704 67 2710 742
2.0 49760 67 2711 743
1.0 49760 67 2712 743
1.0 49896 67 2713 745
1.0 49784 67 2714 743
1.0 49760 67 2715 743
1.0 49840 67 2716 744
1.0 49896 67 2717 745
1.0 49904 67 2718 745
1.0 49936 66 2719 757
2.0 49968 66 2720 757
2.0 49904 67 2721 745
1.0 49808 66 2722 755
1.0 49736 67 2723 742
1.0 49736 66 2724 754
2.0 49696 66 2725 753
1.0 49800 67 2726 743
1.0 49768 67 2727 743
1.0 49800 67 2728 743
1.0 49888 67 2729 745
1.0 49960 68 2730 735
1.0 49936 68 2731 734
1.0 49928 67 2732 745
1.0 49928 67 2733 745
1.0 49800 67 2734 743
1.0 49760 67 2735 743
0.0 49736 67 2736 742
1.0 49664 66 2737 752
0.0 49712 65 2738 765
1.0 49776 64 2739 778
1.0 49768 65 2740 766
1.0 49656 65 2741 764
1.0 49672 65 2742 764
1.0 49672 65 2743 764
1.0 49608 65 2744 763
2.0 49504 65 2745 762
1.0 49504 66 2746 750
1.0 49552 65 2747 762
1.0 49600 66 2748 752
1.0 49576 67 2749 740
1.0 49488 67 2750 739
1.0 49496 67 2751 739
1.0 49448 67 2752 738
1.0 49464 67 2753 738
1.0 49456 67 2754 738
1.0 49480 67 2755 739
1.0 49480 67 2756 739
1.0 49528 67 2757 739
1.0 49512 68 2758 728
1.0 49536 68 2759 728
1.0 49552 68 2760 729
1.0 49472 69 2761 717
1.0 49480 69 2762 717
1.0 49464 69 2763 717
1.0 49496 69 2764 717
1.0 49496 69 2765 717
1.0 49496 70 2766 707
2.0 49600 71 2767 699
1.0 49616 70 2768 709
1.0 49624 70 2769 709
1.0 49608 70 2770 709
1.0 49704 71 2771 700
1.0 49640 71 2772 699
1.0 49648 70 2773 709
1.0 49728 70 2774 710
1.0 49640 70 2775 709
1.0 49568 69 2776 718
1.0 49568 69 2777 718
1.0 49664 69 2778 720
1.0 49712 68 2779 731
1.0 49712 68 2780 731
1.0 49744 68 2781 732
1.0 49800 69 2782 722
1.0 49888 69 2783 723
1.0 49888 69 2784 723
1.0 49880 69 2785 723
1.0 49848 68 2786 733
1.0 49848 68 2787 733
0.0 49832 67 2788 744
1.0 49752 66 2789 754
1.0 49680 66 2790 753
1.0 49720 66 2791 753
1.0 49848 66 2792 755
1.0 49840 66 2793 755
1.0 49736 66 2794 754
1.0 49736 66 2795 754
1.0 49736 66 2796 754
1.0 49704 66 2797 753
1.0 49696 65 2798 765
1.0 49808 66 2799 755
1.0 49824 66 2800 755
1.0 49792 66 2801 754
1.0 49840 65 2802 767
1.0 49840 65 2803 767
1.0 49760 65 2804 766
1.0 49896 65 2805 768
1.0 49920 64 2806 780
1.0 50032 64 2807 782
1.0 50112 65 2808 771
1.0 50056 65 2809 770
1.0 50016 65 2810 769
1.0 50016 65 2811 769
1.0 49936 66 2812 757
1.0 49816 67 2813 744
1.0 49752 67 2814 743
1.0 49752 67 2815 743
1.0 49736 67 2816 742
1.0 49744 66 2817 754
1.0 49696 66 2818 753
1.0 49680 66 2819 753
1.0 49656 67 2820 741
1.0 49728 67 2821 742
1.0 49704 67 2822 742
1.0 49784 66 2823 754
1.0 49736 66 2824 754
1.0 49736 66 2825 754
1.0 49848 66 2826 755
1.0 49848 66 2827 755
1.0 49928 66 2828 756
1.0 49936 66 2829 757
1.0 49960 66 2830 757
1.0 49872 66 2831 756
1.0 49872 67 2832 744
1.0 49912 66 2833 756
1.0 49952 66 2834 757
1.0 50064 66 2835 759
1.0 50160 66 2836 760
1.0 50120 66 2837 759
1.0 50120 66 2838 759
1.0 49984 66 2839 757
1.0 50104 66 2840 759
1.0 50104 66 2841 759
1.0 50232 67 2842 750
1.0 50176 66 2843 760
1.0 50184 66 2844 760
1.0 50168 65 2845 772
1.0 50064 65 2846 770
1.0 50104 65 2847 771
1.0 50088 65 2848 771
1.0 50120 65 2849 771
1.0 50104 65 2850 771
1.0 50104 64 2851 783
1.0 50088 63 2852 795
1.0 50040 63 2853 794
1.0 50104 63 2854 795
1.0 50144 64 2855 784
1.0 50056 63 2856 795
1.0 50048 62 2857 807
2.0 50000 62 2858 806
1.0 49944 62 2859 806
2.0 49936 63 2860 793
1.0 49992 64 2861 781
1.0 50024 65 2862 770
1.0 50016 65 2863 769
1.0 50016 66 2864 758
1.0 50048 67 2865 747
1.0 49984 67 2866 746
1.0 49984 66 2867 757
1.0 50072 66 2868 759
1.0 50040 66 2869 758
1.0 50040 66 2870 758
2.0 50016 65 2871 769
1.0 50096 66 2872 759
1.0 50032 67 2873 747
1.0 50096 68 2874 737
1.0 50072 67 2875 747
1.0 49976 66 2876 757
1.0 50040 66 2877 758
1.0 50040 66 2878 758
1.0 50160 67 2879 749
1.0 50096 67 2880 748
1.0 50232 67 2881 750
1.0 50336 67 2882 751
1.0 50424 68 2883 742
1.0 50440 67 2884 753
1.0 50296 66 2885 762
1.0 50384 67 2886 752
1.0 50400 67 2887 752
1.0 50384 66 2888 763
1.0 50408 66 2889 764
1.0 50408 66 2890 764
1.0 50464 66 2891 765
1.0 50424 67 2892 753
1.0 50448 67 2893 753
1.0 50408 66 2894 764
1.0 50360 66 2895 763
1.0 50360 66 2896 763
1.0 50352 66 2897 763
1.0 50288 65 2898 774
1.0 50280 65 2899 774
1.0 50280 64 2900 786
1.0 50176 64 2901 784
1.0 50264 64 2902 785
1.0 50280 64 2903 786
1.0 50264 64 2904 785
1.0 50328 64 2905 786
1.0 50368 65 2906 775
1.0 50320 65 2907 774
1.0 50240 64 2908 785
1.0 50248 64 2909 785
1.0 50248 64 2910 785
1.0 50224 63 2911 797
1.0 50232 63 2912 797
1.0 50200 62 2913 810
2.0 50224 62 2914 810
0.0 50168 62 2915 809
1.0 50168 62 2916 809
1.0 50104 63 2917 795
1.0 50144 63 2918 796
1.0 50160 63 2919 796
1.0 50064 63 2920 795
1.0 50112 64 2921 783
1.0 50144 65 2922 771
1.0 50264 66 2923 762
1.0 50216 66 2924 761
1.0 50240 66 2925 761
1.0 50208 65 2926 772
1.0 50200 65 2927 772
2.0 50200 65 2928 772
1.0 50168 65 2929 772
1.0 50144 65 2930 771
2.0 50176 66 2931 760
1.0 50160 67 2932 749
1.0 50144 67 2933 748
1.0 50216 68 2934 738
1.0 50160 68 2935 738
1.0 50144 68 2936 737
1.0 50152 68 2937 738
1.0 50128 68 2938 737
1.0 50136 68 2939 737
1.0 50144 68 2940 737
1.0 50104 68 2941 737
1.0 50072 67 2942 747
1.0 49992 67 2943 746
1.0 49912 67 2944 745
1.0 49952 68 2945 735
1.0 49920 68 2946 734
1.0 49824 67 2947 744
1.0 49856 66 2948 755
1.0 49840 65 2949 767
1.0 49824 65 2950 767
1.0 49824 65 2951 767
1.0 49736 65 2952 765
1.0 49816 66 2953 755
1.0 49816 66 2954 755
1.0 49816 66 2955 755
1.0 49832 66 2956 755
1.0 49984 66 2957 757
1.0 49936 66 2958 757
1.0 49952 66 2959 757
1.0 49984 66 2960 757
1.0 50088 67 2961 748
1.0 50184 67 2962 749
1.0 50176 67 2963 749
1.0 50280 67 2964 750
1.0 50200 66 2965 761
1.0 50200 66 2966 761
1.0 50216 65 2967 773
1.0 50112 65 2968 771
1.0 50136 65 2969 771
1.0 50128 66 2970 760
1.0 50112 66 2971 759
1.0 50120 66 2972 759
1.0 50152 67 2973 749
1.0 50040 68 2974 736
1.0 50016 68 2975 736
1.0 50008 68 2976 735
1.0 50024 68 2977 736
2.0 50056 68 2978 736
0.0 50072 68 2979 736
1.0 50072 69 2980 726
1.0 50040 69 2981 725
1.0 50040 70 2982 715
1.0 50048 70 2983 715
1.0 49952 70 2984 714
1.0 49992 71 2985 704
0.0 50024 70 2986 715
1.0 49952 71 2987 704
1.0 49992 71 2988 704
1.0 50120 71 2989 706
1.0 50024 71 2990 705
1.0 49968 70 2991 714
1.0 50000 70 2992 714
1.0 50000 70 2993 714
2.0 50064 71 2994 705
1.0 50112 71 2995 706
1.0 50104 70 2996 716
1.0 50112 69 2997 726
2.0 50232 69 2998 728
1.0 50304 68 2999 740
1.0 50320 68 3000 740
1.0 50232 68 3001 739
1.0 50232 69 3002 728
1.0 50224 70 3003 717
1.0 50144 70 3004 716
1.0 50168 70 3005 717
1.0 50168 70 3006 717
1.0 50216 70 3007 717
1.0 50216 69 3008 728
1.0 50160 69 3009 727
1.0 50160 69 3010 727
1.0 50160 70 3011 717
1.0 50160 70 3012 717
1.0 50160 71 3013 706
1.0 50152 72 3014 697
1.0 50200 71 3015 707
1.0 50200 71 3016 707
1.0 50192 71 3017 707
1.0 50184 72 3018 697
1.0 50240 72 3019 698
1.0 50232 72 3020 698
1.0 50240 72 3021 698
1.0 50360 72 3022 699
1.0 50312 73 3023 689
1.0 50312 73 3024 689
1.0 50288 74 3025 680
1.0 50200 74 3026 678
2.0 50080 75 3027 668
1.0 50048 76 3028 659
1.0 50160 76 3029 660
1.0 50144 77 3030 651
1.0 50064 78 3031 642
1.0 50016 77 3032 650
1.0 49952 78 3033 640
1.0 49904 79 3034 632
1.0 49848 79 3035 631
1.0 49880 79 3036 631
1.0 49896 79 3037 632
1.0 49872 79 3038 631
1.0 49936 78 3039 640
1.0 49912 77 3040 648
1.0 49792 77 3041 647
1.0 49760 78 3042 638
1.0 49688 77 3043 645
1.0 49712 77 3044 646
1.0 49760 77 3045 646
1.0 49664 77 3046 645
1.0 49688 77 3047 645
1.0 49752 77 3048 646
1.0 49752 76 3049 655
1.0 49752 76 3050 655
1.0 49760 76 3051 655
1.0 49760 76 3052 655
1.0 49800 75 3053 664
1.0 49688 75 3054 663
1.0 49784 76 3055 655
1.0 49784 75 3056 664
1.0 49760 76 3057 655
1.0 49744 76 3058 655
1.0 49744 76 3059 655
1.0 49824 76 3060 656
1.0 49840 76 3061 656
1.0 49776 77 3062 646
1.0 49672 76 3063 654
1.0 49640 75 3064 662
1.0 49528 74 3065 669
1.0 49584 74 3066 670
1.0 49632 74 3067 671
1.0 49600 73 3068 679
1.0 49736 73 3069 681
1.0 49728 74 3070 672
1.0 49624 73 3071 680
1.0 49624 73 3072 680
1.0 49664 73 3073 680
1.0 49656 73 3074 680
1.0 49672 72 3075 690
1.0 49728 73 3076 681
1.0 49664 74 3077 671
1.0 49664 74 3078 671
1.0 49640 74 3079 671
1.0 49616 74 3080 670
1.0 49728 74 3081 672
1.0 49704 74 3082 672
1.0 49624 75 3083 662
1.0 49616 76 3084 653
1.0 49608 77 3085 644
1.0 49608 77 3086 644
1.0 49616 77 3087 644
1.0 49736 76 3088 654
1.0 49792 77 3089 647
1.0 49816 76 3090 655
2.0 49760 75 3091 663
1.0 49736 75 3092 663
0.0 49840 76 3093 656
1.0 49840 76 3094 656
1.0 49760 75 3095 663
1.0 49664 75 3096 662
1.0 49672 75 3097 662
1.0 49672 74 3098 671
1.0 49768 73 3099 682
1.0 49832 73 3100 683
1.0 49808 74 3101 673
1.0 49928 73 3102 684
1.0 49904 72 3103 693
1.0 49952 72 3104 694
1.0 49992 72 3105 694
1.0 49992 71 3106 704
1.0 49872 70 3107 712
1.0 49848 70 3108 712
1.0 49888 70 3109 713
1.0 49888 70 3110 713
1.0 49928 70 3111 713
1.0 49928 69 3112 724
1.0 49976 69 3113 724
1.0 50008 69 3114 725
1.0 50104 70 3115 716
1.0 50048 71 3116 705
1.0 50056 70 3117 715
1.0 50144 70 3118 716
1.0 50256 70 3119 718
1.0 50336 71 3120 709
1.0 50304 72 3121 699
1.0 50312 72 3122 699
1.0 50312 72 3123 699
1.0 50272 71 3124 708
1.0 50184 71 3125 707
1.0 50208 71 3126 707
1.0 50088 72 3127 696
1.0 50048 73 3128 686
1.0 49992 73 3129 685
1.0 50040 72 3130 695
1.0 50120 73 3131 687
1.0 50120 72 3132 696
2.0 50192 71 3133 707
1.0 50144 71 3134 706
1.0 50136 71 3135 706
1.0 50168 70 3136 717
1.0 50192 70 3137 717
1.0 50176 71 3138 707
1.0 50176 71 3139 707
