excec memoryUsed freeBlocks rounds avgsize
1.0 50736 551 880 92
1.0 50688 552 881 92
1.0 50688 552 882 92
1.0 50632 553 883 92
1.0 50632 553 884 92
2.0 50576 554 885 91
1.0 50504 555 886 91
2.0 50608 556 887 91
1.0 50656 557 888 91
1.0 50616 557 889 91
1.0 50528 558 890 91
1.0 50416 559 891 90
1.0 50416 559 892 90
1.0 50456 560 893 90
1.0 50448 561 894 90
1.0 50496 562 895 90
1.0 50392 563 896 90
0.0 50392 563 897 90
0.0 50328 564 898 89
1.0 50368 565 899 89
1.0 50328 566 900 89
1.0 50360 567 901 89
1.0 50360 567 902 89
1.0 50408 568 903 89
0.0 50392 569 904 89
5.0 50384 570 905 88
0.0 50312 571 906 88
1.0 50232 572 907 88
0.0 50232 572 908 88
1.0 50208 573 909 88
1.0 50208 573 910 88
1.0 50208 574 911 87
1.0 50296 575 912 87
1.0 50296 575 913 87
1.0 50296 575 914 87
1.0 50296 575 915 87
1.0 50384 576 916 87
1.0 50312 577 917 87
1.0 50240 578 918 87
1.0 50096 578 919 87
1.0 50096 578 920 87
2.0 49984 579 921 86
4.0 49976 580 922 86
2.0 49872 581 923 86
3.0 49824 582 924 86
4.0 49824 583 925 85
1.0 49888 584 926 85
2.0 49880 585 927 85
2.0 49880 585 928 85
4.0 49808 586 929 85
2.0 49800 587 930 85
1.0 49848 588 931 85
2.0 49848 588 932 85
2.0 49840 589 933 85
2.0 49832 590 934 84
1.0 49928 591 935 84
1.0 49928 591 936 84
2.0 49928 592 937 84
1.0 49968 593 938 84
1.0 49912 594 939 84
2.0 49912 594 940 84
2.0 49880 595 941 84
1.0 49848 596 942 84
1.0 49848 596 943 84
1.0 49848 597 944 83
2.0 49832 598 945 83
1.0 49888 599 946 83
2.0 49888 599 947 83
2.0 49888 600 948 83
1.0 49880 601 949 83
1.0 49840 602 950 83
1.0 49792 603 951 83
1.0 49728 604 952 82
1.0 49816 605 953 82
1.0 49792 606 954 82
1.0 49776 607 955 82
1.0 49760 608 956 82
2.0 49760 608 957 82
1.0 49672 609 958 82
2.0 49752 610 959 82
2.0 49728 611 960 81
0.0 49640 612 961 81
1.0 49640 612 962 81
1.0 49608 613 963 81
2.0 49608 613 964 81
2.0 49576 614 965 81
1.0 49624 615 966 81
1.0 49664 616 967 81
2.0 49592 617 968 80
2.0 49592 617 969 80
1.0 49592 617 970 80
1.0 49680 618 971 80
2.0 49728 619 972 80
2.0 49728 619 973 80
2.0 49816 620 974 80
2.0 49880 621 975 80
2.0 49880 621 976 80
1.0 49920 622 977 80
3.0 49952 623 978 80
3.0 49936 624 979 80
1.0 50024 625 980 80
1.0 50008 626 981 80
2.0 50008 627 982 80
1.0 50040 628 983 80
1.0 50032 629 984 80
2.0 50032 629 985 80
2.0 50096 630 986 80
