150	25
160	27
170	27
180	24
190	30
200	35
210	33
220	34
230	38
240	41
250	45
260	40
270	42
280	50
290	47
300	58
310	46
320	49
330	50
340	50
350	48
360	53
370	56
380	59
390	55
400	58
410	61
420	57
430	50
440	61
450	48
460	57
470	62
480	62
490	58
500	58
510	59
520	65
530	63
540	55
550	67
560	68
570	63
580	61
590	58
600	57
610	64
620	55
630	65
640	68
650	58
660	70
670	66
680	62
690	67
700	61
710	65
720	76
730	62
740	72
750	66
760	59
770	68
780	63
790	67
800	67
810	73
820	65
830	63
840	72
850	74
860	65
870	70
880	68
890	65
900	72
910	67
920	71
930	70
940	68
950	70
960	74
970	67
980	65
990	74
